AL,0
AK,1
AZ,2
AR,0
CA,13
CO,4
CT,42
DE,2
DC,3
FL,7
GA,2
HI,0
ID,0
IL,16
IN,3
IA,1
KS,0
KY,0
LA,0
ME,2
MD,16
MA,85
MI,6
MN,4
MS,0
MO,3
MT,0
NE,1
NV,0
NH,3
NJ,35
NM,0
NY,66
NC,6
ND,0
OH,9
OK,0
OR,1
PA,14
RI,1
SC,1
SD,0
TN,5
TX,10
UT,0
VT,3
VA,10
WA,1
WV,0
WI,2
WY,0
